e1,e2,e3,e4,e5
3.491978396,-0.194492305,2.782915968,5.145701023,2.687251271
4.162652813,-0.709242148,2.825880205,5.109305506,2.660024216
4.520631138,-0.889830428,2.551458786,4.771476239,2.314778004
4.570456088,-1.410254024,1.959931747,4.799677236,2.321277355
4.314569454,-1.600943407,1.71948625,4.523878893,2.677454218
4.421641207,-1.46525583,1.826567608,4.612351188,2.713191902
4.221599907,-1.004428303,1.609279547,4.395134096,3.100786355
4.383662794,-0.888102657,1.738707576,3.872826116,3.170524507
4.237980408,-0.442783581,1.543049657,3.712446871,2.924987958
4.454185351,0.332279338,1.693572512,3.910989798,3.034240889
4.362754304,1.439932583,2.189080325,3.798348452,2.827049875
3.965158747,2.885056964,3.030485566,3.375863046,2.304138703
3.929316903,4.003930743,3.550555806,3.31185158,2.133961552
4.252936815,4.806015652,3.754865333,3.603847716,1.643237646
4.266828566,5.298827888,3.646903948,3.581971047,1.501087109
3.973189769,5.487850812,3.897176167,3.917444326,1.704534752
4.040756562,5.3764897,3.835822285,3.940850958,1.582193791
3.798899563,5.633310362,3.464531281,3.654458138,1.805825604
3.916940173,6.257678018,3.451936839,3.058416344,1.704194737
3.724380492,6.58392798,3.126497535,2.819992155,1.949154776
3.222014529,6.616435839,3.157506594,2.935692785,2.540084173
3.07768388,6.357500379,3.543048147,2.734252577,2.80812705
2.61888556,6.473006562,4.283295725,2.216437367,2.757174692
2.514316004,6.295480981,4.71118189,1.380898084,2.38900359
2.091275004,5.825730879,4.831726618,0.894407829,1.703267859
2.019102316,5.728635044,4.647858353,0.081344658,1.367631936
2.295255615,5.334802921,4.160399278,-0.390745011,1.377957581
2.248991542,5.310485313,3.368071934,-1.197711344,1.061631671
2.552286733,4.986035533,2.936284023,-1.671756674,1.089275474
2.534669968,4.361273861,2.190991924,-1.81804716,0.78829401
2.198142492,3.433939077,1.799065638,-2.310109996,0.829503743
1.542581682,2.868280739,1.756061806,-2.47843638,0.540334024
0.565758763,2.658948248,1.389207223,-2.326255496,-0.078952798
-0.736615251,2.132793163,1.368635547,-2.524736098,-0.35946181
-1.700069516,1.958367634,1.0215518,-2.402814873,-0.305079364
-2.33279839,2.132518461,1.018380031,-2.631834104,-0.588347479
-2.641016867,2.654187606,1.356982711,-2.540954382,-0.538155727
-2.628873858,2.854172343,1.366679338,-2.801657793,-0.827046102
-2.298406254,2.735917009,1.049655574,-2.743371947,-1.454704255
-2.319497878,2.300747514,1.076532262,-2.367824241,-1.75222388
-2.690168189,1.547869743,1.445357461,-2.344519209,-1.723652772
-2.740387368,1.144555503,1.485649814,-2.671211425,-2.041346321
-3.142539301,1.086251087,1.870328843,-2.677618356,-2.034694144
-3.227014014,0.699855067,1.929115854,-2.365900262,-1.705773578
-3.66611599,0.655630179,1.664516567,-1.736093641,-1.724831193
-3.790771638,0.951182603,1.076912191,-1.45625172,-2.089869906
-3.603933521,0.91550607,0.835024083,-1.52257307,-2.130569509
-3.775537755,1.221168241,0.935251613,-1.262816387,-2.519586775
-3.635229448,1.197264393,0.705398726,-1.347917662,-2.586912377
-3.853275126,0.845762955,0.146107378,-1.105690019,-3.005148125
-4.428850898,0.166506445,-0.073377036,-1.207248742,-3.104691516
-4.694165755,-0.172074023,0.043449048,-0.980465438,-2.888323716
-4.653138089,-0.174215914,-0.175577483,-1.096602559,-3.026355862
-4.975785553,-0.512831841,-0.058940077,-1.554259491,-3.517503667
-4.993614481,-0.517158499,-0.278798664,-1.683511003,-3.692865145
-5.376727049,-0.189346664,-0.834418864,-1.487319582,-3.55573501
-5.457345479,-0.20017118,-1.056411058,-1.636971802,-3.107290829
-5.905519868,-0.547578347,-0.948318192,-1.460746731,-3.015897776
-6.054383414,-0.560860557,-1.182215352,-1.630081208,-3.278922811
-6.573766366,-0.242225615,-1.757432433,-2.143896062,-3.89581952
-6.797968179,0.408242995,-2.004792003,-2.332751006,-4.198601806
-6.730648127,0.721798863,-1.928027293,-2.20000756,-4.191430962
-6.373389107,0.70254979,-2.199063927,-2.417048774,-4.545078947
-5.725698916,0.352495844,-2.147088322,-2.312858934,-4.59076779
-4.785031176,0.342234099,-1.773877394,-2.558961962,-4.999275428
-4.213769522,-1.19E-03,-1.079083764,-2.484574158,-5.102533374
-4.006668795,-0.007064325,-0.730667917,-2.76133257,-4.90335097
-3.491767727,0.322439757,-0.724379554,-2.718729478,-5.070168095
-3.336547623,0.987289224,-0.387343016,-3.028484747,-4.933885758
-2.86866323,1.318786372,-0.390234694,-3.02042363,-5.163422376
-2.756538417,1.321177792,-0.730951744,-3.366313374,-5.757998027
-2.327595707,1.6671781,-0.738749152,-3.396385843,-6.051221036
-1.581081324,1.686223015,-0.415800279,-3.782409779,-6.047227937
-1.18429269,2.051013387,-0.432869162,-3.855121411,-5.748067359
-1.132717185,2.091213532,-0.11718198,-3.617123043,-5.820205255
-1.42392198,1.809208255,-0.139604277,-3.737940552,-5.59506856
-1.386956782,1.205257315,0.172623106,-4.216183994,-5.073150754
-1.02370427,0.947903792,0.148581067,-4.383399831,-4.919985469
-1.004475794,1.033457994,-0.209759872,-4.242833258,-5.132655362
-0.656378138,0.789655886,-0.231774999,-3.795620218,-5.042336782
-0.649946607,0.887700637,-0.590501123,-3.709463785,-4.650494379
-0.312292124,0.655374473,-0.61530234,-3.312685503,-3.95649081
-0.314102391,0.093304766,-0.979199185,-3.273863135,-3.625861843
-0.65326752,-0.129269348,-1.011609073,-3.590675697,-3.654635296
-0.659029692,-0.6866442,-1.385531194,-3.593360815,-3.371646471
-1.004278999,-0.909444917,-1.430503294,-3.28404716,-2.777081492
-1.018320587,-1.471939917,-1.148939524,-3.332013871,-2.538473102
-1.374029796,-2.375508631,-0.541128621,-3.735446252,-2.652314
-1.400832205,-2.953074123,-0.2758703,-3.825134747,-2.447152192
-1.771583304,-3.210546428,-0.349398487,-3.603796917,-2.593694114
-1.815893516,-3.151757495,-0.760052885,-3.741100368,-2.420630995
-2.206586313,-3.447999021,-1.508293599,-3.566491704,-1.928928878
-2.273531985,-4.098916903,-2.596676773,-3.750034682,-1.787528808
-2.01929164,-4.436846915,-3.35927956,-3.621413682,-1.993468616
-1.444301983,-5.135007508,-3.803231184,-3.181863689,-2.545886846
-1.217186988,-5.526838385,-3.933618641,-3.099750941,-2.775709691
-1.334450664,-5.617144585,-3.753435263,-2.702903717,-2.686576576
-1.124090656,-6.075852406,-3.932527945,-2.660419513,-2.280009779
-0.586863354,-6.236352033,-4.469843986,-2.300019886,-2.22534436
-0.392037384,-6.101852802,-4.697436988,-1.621416259,-1.849975306
0.134455702,-6.339709871,-5.2874108,-0.62221684,-1.153536455
0.993858265,-6.9491732,-5.572843124,0.031553096,-0.803938131
1.518718282,-7.265431022,-5.557807317,1.016770028,-0.796927102
1.714511097,-7.29279959,-5.244283278,1.666795396,-1.130340919
2.255139353,-7.033531159,-4.632155321,1.98789753,-1.133428591
2.471355395,-6.487807582,-3.719227968,1.984284146,-1.478963486
3.036886307,-6.318762534,-3.16953413,2.32837008,-1.49633223
3.282955184,-5.857596699,-2.977841456,2.349808763,-1.18777011
3.213320552,-5.769214905,-3.140933993,2.72100692,-1.223904372
3.499144545,-5.384317951,-2.987932847,2.771953087,-0.932225733
4.140009882,-5.369163895,-2.519922949,2.505103573,-0.983569118
4.468230781,-5.721608913,-2.40560842,2.590671542,-1.376133814
4.488145905,-5.774144167,-1.972168885,2.357017174,-1.439567915
4.870437996,-5.529221268,-1.218841601,2.474696424,-1.176405422
4.946783289,-5.654079687,-0.81309304,2.94230697,-1.257591932
4.719805858,-6.147352107,-0.750333206,3.090483228,-1.01089201
4.857941311,-6.342668196,-1.028055101,2.92232952,-0.436827817
5.359897036,-6.24348147,-0.975153365,3.108492943,-0.204464834
6.22643716,-5.851160527,-1.264066418,2.97819321,0.36052097
6.792928781,-5.831216374,-1.22379637,3.202318184,0.588830555
7.065431557,-6.181491527,-0.85620562,3.1103499,1.154796945
7.047948834,-6.235053443,-0.831634975,2.70378353,1.38910509
6.742413555,-5.994355443,-0.477119876,2.65164272,1.966009975
6.813666516,-5.459764647,-0.46319947,2.951516199,2.216392117
6.594589052,-5.296152588,-0.787666326,2.93312997,2.814337613
6.085676779,-4.83326768,-0.77967762,2.598476528,3.761348464
5.285358755,-4.069959035,-0.441305433,2.617199357,4.391126056
4.856478797,-3.671058912,-0.443205346,2.317316273,4.710019051
4.794617774,-3.632216907,-0.783268485,1.698946057,4.722309549
5.097359932,-3.281915715,-0.790748716,1.430248763,4.430181505
5.764342419,-2.619884902,-1.138525407,1.507488064,4.501880135
6.129508664,-1.64375578,-1.155936199,1.929021299,4.267252038
6.197495941,-1.019083114,-0.845216593,2.024802749,3.726780022
6.637250413,-0.739998329,-0.206476405,1.797580925,3.547496521
6.782830773,-0.132012869,0.091590142,1.918279759,3.726280565
6.637339633,0.135951447,0.052966753,2.385519553,3.592773845
6.201799814,0.067694038,-0.320468127,2.529676886,3.817332963
6.140798113,0.335683334,-0.358179176,2.353823207,3.729903126
5.785678649,0.268710047,-0.062528501,2.528938798,4.001072736
5.135998739,-0.131528379,-0.10451973,3.053965195,3.961173332
4.856118078,-0.194686458,0.188484179,3.25991162,4.280945286
4.274728107,-0.594063387,0.145439447,3.150269154,4.291203377
3.389881582,-0.659280488,0.438971936,3.395948498,3.994121311
2.866220156,-0.392876803,0.398033196,3.32667928,3.38976056
2.029193921,-0.4659967,0.024485801,3.613535913,3.144998383
1.545107572,-0.206214724,-0.011170533,3.586619418,2.586886337
1.408960344,-0.284749786,0.288717539,3.247857617,2.383395151
0.947310739,-0.029198632,0.25314522,3.266334772,2.531215599
0.1592703,0.559941256,-0.115990286,2.970518639,2.359010949
-0.287468495,0.81350728,-0.148142988,3.030056758,2.537784747
-1.06859142,0.735234219,-0.516416729,2.773454021,3.06650094
-1.516139245,0.997445395,-0.550236251,2.201101671,3.276194791
-1.635101824,1.599653035,-0.251940039,1.981160188,3.840062552
-1.428374196,1.872814605,0.37825737,1.439994589,4.089802442
-1.567194269,2.49130595,0.67148102,1.246474199,4.029215676
-1.379755308,2.78641153,0.631709255,0.726769534,4.328815948
-1.537448795,2.762199577,0.931538125,-0.120376988,4.319363393
-1.368568526,3.090495821,1.570718326,-0.627590224,4.002895542
-1.544638743,3.101262547,1.880428772,-0.800173256,3.379338758
-1.394062634,2.796686483,2.535291301,-0.64134916,2.446524455
-1.5884813,2.8464871,2.866815664,-0.822926111,1.869673145
-2.12697064,2.578993199,2.879311068,-0.673183658,1.643274679
-2.340229209,2.664361813,3.244794917,-0.863983712,1.763854412
-2.231777972,3.100996597,3.293523621,-0.723667667,2.230032858
-1.803018183,3.219450006,3.697485341,-0.924149034,3.042538288
-1.723425561,3.022629354,3.787447043,-0.793836922,3.53397915
-1.990406984,2.511322887,4.235306389,-1.004695534,3.709741689
-2.603474732,2.353914988,4.372472809,-1.555915599,3.573122751
-2.893924257,2.547366009,4.201987873,-1.778137298,3.125303319
-2.865795831,2.420597271,3.724781338,-1.674925669,3.034637253
-2.521018127,2.644904738,3.608392354,-1.247726578,2.628859557
-1.859396485,2.549430433,3.180904047,-1.166313498,2.577058121
-1.548668982,2.135656719,3.110777641,-0.757473955,2.20685141
-1.584855324,2.072962413,3.395506029,-0.691299347,2.187892085
-1.295562875,2.358863033,3.365020974,-0.294548013,1.847748878
-1.351509381,2.322698462,3.690659848,-0.237518308,1.856510944
-1.080338385,2.636476712,3.702779592,-0.517732074,2.212119833
-0.482409431,2.629826882,3.403572696,-0.464057566,2.914623786
-0.226610095,2.974788575,3.462287991,-0.749024264,3.295953888
-0.309230438,3.001344564,3.207750105,-1.372295675,3.360762565
-0.057893757,2.711788085,3.309724616,-2.335644018,3.78110692
-0.143892289,2.106290108,3.097136899,-2.972342727,3.887898635
0.105133593,1.852832246,3.240163409,-3.288682298,3.683970958
0.017862972,1.947788524,3.067889816,-3.288886563,3.839051684
-0.404133542,1.719244205,2.58126936,-3.644583818,3.682758173
-1.161407287,1.167817633,2.448817478,-3.686252241,3.21613459
-1.585845701,0.962442703,2.667644999,-3.416283465,3.107305557
-1.68229651,0.429125124,2.566876871,-2.834952191,2.683970219
-1.453509505,0.237209962,2.147959598,-2.609841322,1.945391768
-1.57055835,0.383381426,1.410217739,-2.737525732,1.558676596
-2.032043604,0.866436283,1.021119364,-2.546678294,0.849059055
-2.168184642,1.016527022,0.976187178,-2.038142536,-0.18598972
-1.981995392,0.836738461,0.602369164,-1.2106442,-0.880353594
-2.14459637,0.998692651,0.570041772,-0.73111887,-1.240501198
-1.984539638,0.83057715,0.206146675,-0.594530081,-1.270856587
-2.173130552,1.004094157,0.181217819,-0.127195758,-1.644338801
-2.039079979,0.847501878,0.492977228,1.02E-03,-2.361130869
-2.253850155,0.361913768,0.470491765,-0.206954372,-2.753046697
-2.146334866,0.217016761,0.115741344,-0.750312929,-2.824784173
-2.388128686,-0.26097894,0.099335443,-0.959588644,-2.578937704
-2.308338843,-1.072993477,-0.251729237,-0.838241156,-2.685825042
-2.578668125,-1.551265094,-0.266778038,-1.058284238,-2.473976907
-2.528476267,-1.700978998,-0.618801478,-1.618964328,-2.614033137
-2.829548871,-2.195728233,-0.63712186,-1.85099023,-3.104724172
-2.811548761,-2.365979023,-0.323979431,-1.757991761,-3.2768983
-3.146314475,-2.214971437,-0.350222032,-2.011859541,-3.803474082
-3.163877239,-1.743824348,-0.043125231,-2.612024635,-4.015929678
-2.866469031,-1.621740907,-0.073620395,-2.889712379,-3.91781401
-2.92380911,-1.845870149,-0.439777498,-2.84887916,-4.179455079
-3.334135072,-1.744993484,-0.471009365,-3.161170777,-4.131292853
-4.097778396,-1.320570866,-0.840394853,-3.156507678,-3.77510233
-4.547660758,-0.57193843,-0.877374138,-2.83697286,-3.110545841
-5.357759187,-0.166909439,-1.255004785,-2.872141504,-2.804305132
-5.86226428,-0.100858102,-1.3028239,-3.260120154,-2.852496172
-6.066765266,-0.371248289,-1.023263723,-3.331295421,-3.253302345
-5.974779267,-0.306885415,-1.08721201,-3.757794204,-3.337174079
-5.587732937,0.090516722,-0.822288022,-3.870543552,-3.106787743
-5.571574844,0.150599014,-0.228901677,-3.672415986,-2.56270085
-5.257031399,0.546641917,0.023952238,-3.833196077,-2.373008995
-5.311129485,0.608246008,0.610748899,-4.351725683,-1.864473237
-5.732108195,1.008671878,0.862306634,-4.559864599,-1.705952337
-5.852770317,1.748301857,0.782349291,-4.461139764,-1.894379006
-5.676045575,2.158953854,1.043179274,-4.05697015,-1.758347358
-5.202769388,2.915839773,0.973590639,-4.0151203,-1.299086079
-5.098704626,3.351200086,1.245910174,-3.664413138,-0.515700733
-4.693597141,3.470044097,1.189036897,-3.673448198,-0.075785238
-3.986714397,3.275283814,1.475323742,-3.370979887,0.025503986
-3.643451288,3.437083525,1.433803556,-3.426261731,0.46170462
-2.990845922,3.954294904,1.06632892,-3.837522575,0.56267616
-2.69578794,4.158457796,1.043165934,-3.935669405,0.331183573
-2.754451154,4.053065416,0.691407777,-3.723476772,0.438612257
-2.49515156,4.308258786,0.681555069,-3.870570872,0.212747159
-2.58816529,4.254561973,1.011427112,-3.706557113,0.325027972
-2.361890941,3.893710273,1.010235351,-3.901451438,0.103263903
-1.816940029,3.893989457,1.350755606,-3.785122645,-0.451833289
-0.951807885,4.253314183,1.362317302,-3.35888533,-0.670890209
0.237088513,4.302669984,1.047118479,-2.621940789,-0.557419849
1.084672247,4.713161365,0.405230668,-2.240863617,-0.112819064
1.598361703,4.816443643,0.105266048,-2.211301918,0.663638522
1.783567618,4.615327016,-0.527522617,-1.860779812,1.103996559
2.314096906,4.110514564,-0.824258691,-1.859303851,1.883903417
2.520663384,3.968898276,-0.788948801,-1.534379906,2.335442741
2.406748208,4.187588553,-1.094190115,-1.556368739,2.463675914
2.643748729,4.765758517,-1.069054485,-1.923290343,2.27156916
2.560876123,5.035924088,-0.71550303,-1.964778407,1.759965259
2.159696637,5.002043789,-0.704017053,-1.683226163,1.597764701
2.109665929,4.66597543,-1.032405825,-1.07890127,1.781874905
1.738141844,4.695327741,-1.700596188,-0.820406198,1.640823922
1.715048761,4.419960127,-2.039962994,-0.233395248,1.846217635
2.038134425,4.508266362,-2.725274934,0.683795798,1.726729452
2.707253907,4.29017586,-3.088287962,1.934905294,1.954078275
3.054063592,3.76628541,-3.133525799,2.854942874,1.857103462
3.082979198,3.603717943,-2.863405905,3.451979954,2.107621781
2.796309755,3.799449393,-2.947855218,3.732085799,2.705041566
2.1942416,3.683267022,-2.715452268,3.699257348,2.980609817
1.944718568,3.256487988,-2.836516731,4.024530167,2.938272249
2.044142003,2.518317427,-2.639748159,4.038524797,2.579860847
1.820664617,2.135410192,-2.795784471,3.743442696,2.574855172
1.945225496,2.103397096,-2.633486583,3.808242408,2.251120641
1.746075856,1.749731501,-2.823751321,3.562069584,2.278622184
1.894364279,1.744459556,-2.695639384,3.674438575,1.985230341
2.388879153,1.415015733,-2.920258052,3.474615628,2.041293174
2.560154471,0.761361454,-2.82691007,2.963353557,1.774720495
3.081552329,0.451894227,-3.08686835,2.808660872,1.185875693
3.284075975,0.482585468,-3.029728482,3.007530154,0.943419132
3.840862538,0.851506237,-2.657221277,2.889181972,1.043750876
4.753092358,0.88809444,-1.968957629,3.124658933,0.81469744
5.354935331,0.594708039,-1.632401658,3.043451399,0.927554737
5.652615038,0.642267447,-1.64342473,2.647128178,0.710201469
5.650291066,1.028948682,-1.329512864,1.935138587,0.834039469
6.017075213,1.084314836,-1.361197364,1.574794135,0.626998186
6.75293845,1.481501221,-1.065983995,0.89148136,0.089869648
7.193324715,1.550204387,-1.114637781,0.553332461,-0.778673422
7.34342666,1.963515889,-1.505340823,0.556149807,-1.311261424
7.206376353,2.051352762,-1.567756052,0.227086768,-1.513403541
7.447721941,1.81641197,-1.304411278,0.236903564,-2.059106947
7.402002362,1.929552773,-1.386201299,-0.087233609,-2.27909304
7.070937543,1.718955416,-1.140930914,-0.07448977,-2.176924509
6.454185122,1.855700712,-1.239682109,0.273093081,-1.754045726
5.54936008,1.668073281,-1.010318274,0.955595652,-1.009778048
5.01797862,1.827339419,-1.124074754,1.304433156,-0.611764463
4.855091415,1.661901565,-0.908875664,1.323961307,-0.555448966
4.389890646,1.172796308,-0.365451966,1.687009874,-0.838361751
4.289261469,1.029395312,-0.163098754,1.723120764,-0.789406637
4.550556759,0.558084245,-0.298433376,1.434651567,-1.081090239
4.504561838,-0.242064572,-0.099408748,1.49226624,-1.042399992
4.821416875,-0.703328111,-0.237651736,1.223662968,-0.67520961
4.832441654,-0.830731469,-0.041132646,1.299731958,-0.649919714
4.539809029,-1.297933484,-0.181499591,1.048219207,-0.964253557
3.943584314,-1.435023919,-0.657515898,1.140196242,-1.618052284
3.71011308,-1.915594214,-0.79928864,0.903461565,-1.942590537
3.835973403,-2.069941975,-1.280574558,1.009233448,-2.612569983
3.65063622,-1.901198097,-1.431547459,0.785363752,-3.62995398
3.824005204,-2.080649791,-1.25530542,0.903191239,-4.328764721
3.685775409,-1.936915504,-1.423364465,1.361327885,-4.71580166
3.237114369,-2.141442317,-1.264045394,1.489817083,-4.795807934
3.146266877,-2.693356393,-1.448977248,1.962176531,-5.239612709
2.741053525,-3.593885886,-1.306587334,2.108668081,-5.379563712
2.690478749,-4.176388324,-1.50860576,2.602701426,-5.21872471
2.322240839,-5.116154905,-1.383576799,2.774895831,-4.758059186
1.635997112,-5.747790309,-0.93280886,2.628510363,-4.664032668
1.299451494,-6.077743515,-0.155486202,2.164685023,-4.265914174
1.308456458,-6.11040676,0.280624138,2.052410587,-4.231281273
0.990369212,-6.514549907,0.380365471,2.288906314,-3.889206617
0.345244932,-6.62391575,0.146492216,2.203203448,-3.239443464
-0.62897195,-7.107172551,-0.420362792,2.467021426,-2.948663528
-1.265634694,-7.299232774,-0.650905769,3.079839445,-3.013079469
-2.241627318,-7.868410367,-0.54872123,3.37316384,-2.761208986
-2.890282486,-8.151138364,-0.115278652,4.020738131,-2.193476405
-3.217960811,-8.151502925,-0.020668574,4.354824881,-1.978081907
-3.228958697,-8.534568109,0.408603234,4.379799468,-2.111629822
-3.595031223,-8.637283055,0.502354811,4.097935063,-1.922494626
-3.646674283,-8.462423382,0.934064868,3.509394098,-2.081807295
-3.386347386,-8.010725896,1.704317787,2.612241493,-1.918073573
-3.48361611,-7.94332559,2.14511333,2.071820704,-2.102607355
-3.267515968,-8.257884829,2.261434226,1.882848793,-1.964065292
-3.408055221,-8.954028808,2.05616527,1.371806356,-1.503654833
-3.234430318,-9.370523499,2.200249818,1.207813514,-1.390789586
-3.417001062,-9.512440316,2.022161814,1.387754741,-0.95215313
-3.285186095,-9.382832353,1.522844997,1.240011452,-0.857562427
-3.509620134,-9.642971207,1.371423972,0.765746168,-0.433642601
-3.420006345,-9.631664683,1.564864214,0.634598425,-0.350477337
-3.68718755,-9.350822672,2.102235964,0.843637806,0.065330559
-3.641220377,-8.800346991,2.314223904,0.721314614,0.143545497
-3.283902873,-8.638735324,2.204340035,0.268966153,0.557562322
-3.28414385,-8.201464052,2.444129407,0.156525364,1.307873224
-2.970331876,-7.487334477,3.032926504,-0.289603943,2.397067055
-2.342461401,-7.156079267,3.302080781,-0.399357772,3.159188528
-2.068169755,-7.203978103,3.25550444,-0.175553938,3.601345306
-1.473581083,-6.964463859,3.56449985,-0.289650287,3.728602829
-1.227162266,-6.437868227,3.559245941,-0.740242455,4.213194079
-1.325301519,-6.287579732,3.241817595,-0.857276093,4.386694117
-1.095881441,-5.844821257,3.281468764,-0.643622599,4.252391681
-1.210108884,-5.108517473,3.67633566,-0.770724416,3.811465404
-0.99593112,-4.075540154,3.757122284,-0.56652161,3.731650801
-1.124691499,-3.408481041,3.526484512,-0.03182623,4.01040192
-1.595067417,-2.43264978,2.984962568,0.163926835,3.978094699
-1.737218488,-1.812946503,2.800312459,0.694868975,3.636615549
-2.224673081,-1.543609946,2.299615411,0.89145612,3.65466347
-2.387865083,-0.950510363,2.151494007,0.757065638,4.030253865
-2.900189248,-0.702387999,2.35295748,0.292956445,4.09426341
-3.092504964,-0.124924854,2.232872083,0.168976999,3.849234642
-3.638005493,0.112750402,2.462693221,0.382230993,3.96441383
-3.868156401,0.014248493,2.371498669,0.931939398,3.769332101
-4.455852771,0.251847217,2.630871688,1.148675708,3.264764683
-4.733387689,0.154145937,2.570139353,1.0359524,3.118495114
-4.704762793,0.393420017,2.191014762,1.26578912,2.658043248
-5.040037997,0.29827807,2.163095724,1.166834193,1.882420412
-5.070845565,-0.129762282,2.484106717,1.411161585,1.458502694
-5.467303041,-0.220536923,2.483641411,1.998159889,1.381635318
-5.561794867,0.023258553,2.833873234,2.258777709,1.649235193
-5.35706763,-0.069724392,2.864734804,2.196841341,2.26082826
-5.520934114,-0.497950459,2.578548383,2.484244175,2.547582013
-5.384818689,-0.591226617,1.975513329,2.450393117,2.513501717
-4.949854313,-0.352269354,1.723721607,2.767240043,2.160479761
-4.882469374,-0.452411507,1.819550869,2.764498789,1.48828424
-4.512305992,-0.219393787,1.591038779,2.444267932,1.164812137
-3.838887759,-0.324608262,1.709199558,2.476408454,1.185986684
-3.528054601,-0.095819997,1.50215614,2.188925792,1.549821256
-3.575939137,0.466304058,0.970675322,2.252089247,1.585827879
-3.311404629,0.69243476,0.783920288,1.993950785,1.296363181
-3.404050169,0.586130176,0.938624019,1.414922138,1.352143308
-3.852322315,0.148832864,0.762919964,1.183614367,1.080811162
-3.987329541,0.050601373,0.257799434,0.625959463,1.153290888
-3.812096769,0.288697662,0.092844422,0.411072321,0.897268611
-3.99645254,0.19172341,-0.405870011,0.535501345,0.983833468
-3.87029553,-0.238814203,-0.568609673,0.327144157,0.7407171
-3.434870757,-0.332755024,-1.069290447,-0.21320761,0.839140446
-2.689311854,-0.092816181,-1.238185017,-0.416113507,1.277595422
-2.300066416,0.480406798,-1.078502985,-0.284977317,2.056690341
-2.262739646,1.388434131,-1.261932624,-0.491846511,2.508534676
-2.575001594,1.964107767,-1.116844785,-0.365128546,2.638201335
-2.566441446,2.213254072,-1.315015147,-0.57688973,2.448667854
-2.239120425,2.139624206,-1.184914557,-1.126336721,1.940789075
-2.262984679,2.415058414,-0.727821863,-1.344049641,1.113302158
-1.965876786,2.368864137,-0.613507655,-1.233552548,0.633198503
-2.018129441,2.672951203,-0.168426915,-1.46681941,0.495431026
-1.747619692,2.656914132,0.60815316,-2.043168701,0.697025287
-1.154686381,2.992706936,1.048284414,-2.293497695,0.566369798
-0.237553659,3.010273328,1.156882287,-2.891858339,0.775473745
0.337003161,3.381577993,0.936768662,-3.169585783,0.652779855
0.574676109,3.436996654,1.059264903,-3.130644954,0.870333653
0.47909188,3.179015286,0.852333063,-2.776888112,1.427370798
0.051763236,3.277396904,0.987408112,-2.777679987,1.654548013
-0.037167748,3.061025049,0.792513626,-2.461046291,1.555458723
0.209617665,3.200075961,0.939181533,-1.826985957,1.13157793
0.120778742,3.693269834,0.755496509,-1.54346203,0.382256206
0.368649882,3.871833604,0.91307527,-1.606655153,-0.024624846
0.952672117,3.739085462,0.740064177,-1.344335655,-0.093713831
1.203635679,3.96525437,0.908154972,-1.427388941,-0.498348104
1.795945949,3.880417017,0.74555725,-1.18363998,-0.56818396
2.060536165,4.155042702,0.924031,-0.613624195,-0.976539787
2.001252684,4.119611949,0.771851237,-0.386376064,-1.053107808
2.290108854,3.775987693,0.290161617,-0.498367154,-1.471171521
2.256430686,3.792713119,0.148693392,-0.948177319,-1.560550949
2.572280831,3.498685215,-0.32632899,-1.065754757,-1.994475429
3.237451183,2.894009848,-0.465025212,-0.853977378,-2.102991553
3.583817333,2.646037483,-0.270396757,-0.984247015,-1.888932144
3.615812073,2.081412211,-0.414079578,-0.784557523,-1.353005833
3.335761724,1.868436881,-0.224082872,-0.926410787,-1.164164763
3.413124929,2.003725639,-0.372078637,-1.408568141,-1.319142182
3.846258814,1.815615613,-0.186101337,-1.561226605,-1.146153767
3.966189252,1.975299032,0.332910197,-1.387497648,-0.646199448
3.775839137,1.811238742,0.515360611,-1.558864746,-0.488783652
3.944954194,1.994799649,0.364528076,-2.074262497,-0.670810487
3.803312719,1.854588245,-0.118427116,-2.264238232,-0.520545312
3.352055568,2.062116713,-0.263701811,-2.802435581,-0.709876181
3.259299037,2.616532133,-0.74511286,-3.019810834,-1.237865492
3.52240945,2.848800826,-1.563572454,-3.589787345,-1.43496917
4.140833774,3.432558098,-2.051365141,-4.513641721,-1.304582033
4.446771607,3.69934486,-2.213767403,-5.125422618,-1.518517325
4.444410923,3.653067767,-2.053965736,-5.431407836,-1.40539221
4.135836637,3.295521451,-1.573024049,-5.435809466,-0.966592363
4.189492468,3.2956032,-1.440171853,-5.140744867,-0.871927809
3.934824596,3.651218067,-1.652488391,-5.213560233,-0.448026899
3.372189898,3.69284935,-1.538621453,-4.984907271,-0.364969691
3.168813545,4.092108058,-1.770409579,-5.122882215,-0.620117677
2.651971209,4.180040767,-2.347154594,-4.958317344,-1.21295035
2.489893595,3.959353513,-2.599849396,-5.159869397,-1.474323653
2.679518643,4.099372818,-2.532278334,-5.058696793,-1.408044565
2.549819541,3.929873563,-2.816098948,-5.323853274,-1.686329843
2.771988519,4.120615133,-3.450901638,-5.954756994,-1.638222687
2.67522779,4.67061014,-3.768512905,-6.285406879,-1.935977847
2.930888814,5.580943729,-3.773180913,-6.320203277,-1.90883254
2.868447225,6.186503178,-4.136163205,-6.061465893,-2.229070655
2.489601391,6.493585495,-4.188362499,-5.509429087,-2.226169959
2.463744643,6.506430519,-3.932240224,-5.328741128,-2.572429174
2.788617682,6.227199153,-4.036871038,-4.849122683,-2.597625315
2.793990266,6.321804103,-4.50077151,-4.736763083,-2.304043508
3.151884494,6.788715834,-4.65565971,-4.320933483,-1.691845435
